ID,Role,Seats,Source_Lat,Source_Lng,Destination_Lat,Destination_Lng,Threshold
usr74,driver,4,12.908099,77.612213,13.003557,77.507044,23
usr75,driver,5,12.843836,77.563631,13.016427,77.598688,28
usr76,driver,5,12.803825,77.526228,12.820633,77.599312,42
usr77,driver,4,12.827102,77.602609,12.954459,77.680766,16
usr78,driver,5,13.06178,77.6771,12.913532,77.593227,40
usr79,driver,5,12.927581,77.651315,13.08317,77.661339,30
usr80,driver,4,12.928982,77.541468,13.05226,77.613384,22
usr81,driver,3,12.956483,77.687867,12.990806,77.5296,19
usr82,driver,3,13.013157,77.527003,12.800469,77.627654,18
usr83,driver,3,12.827102,77.602609,12.836715,77.639573,42
usr84,driver,3,12.837863,77.574475,13.080234,77.513613,26
usr85,driver,4,12.857018,77.636105,13.066378,77.68469,20
usr86,driver,3,12.848934,77.643801,13.075115,77.686354,18
usr87,driver,5,13.044738,77.530464,12.851071,77.655093,30
usr88,driver,4,12.971592,77.65443,12.806607,77.665879,31
usr89,driver,5,12.887336,77.514024,12.994406,77.529289,41
usr90,driver,3,12.968434,77.573261,12.994905,77.659059,23
usr91,driver,3,12.93004,77.608316,12.981057,77.542044,24
usr92,driver,5,12.897032,77.604868,13.082718,77.672903,47
usr93,driver,4,13.055094,77.543987,12.813302,77.529995,34
usr94,driver,3,12.924238,77.547871,12.899525,77.56366,18
usr95,driver,4,13.07931,77.645473,12.916573,77.520572,36
usr96,driver,5,12.924085,77.67073,12.94742,77.627002,46
usr97,driver,4,13.048368,77.677297,12.933127,77.622134,13
usr98,driver,3,13.034105,77.503614,12.888252,77.680896,27
usr99,driver,4,12.94742,77.627002,13.089878,77.5041,12
usr100,driver,5,13.089202,77.634951,12.955481,77.602705,28
usr101,rider,0,12.981725,77.68734,13.021887,77.570537,0
usr102,rider,0,13.019819,77.653167,13.03713,77.613987,0
usr103,rider,0,12.977913,77.561451,12.916329,77.624339,0
usr104,rider,0,12.972016,77.615506,12.994406,77.529289,0
usr105,rider,0,12.990076,77.558227,13.021162,77.556047,0
usr106,rider,0,12.924085,77.67073,12.907911,77.529208,0
usr107,rider,0,12.926438,77.533632,13.010622,77.678157,0
usr108,rider,0,12.910391,77.66089,12.991708,77.536358,0
usr109,rider,0,12.806742,77.542764,12.958821,77.500303,0
usr110,rider,0,12.837513,77.617061,13.027622,77.67636,0
usr111,rider,0,13.062943,77.605033,12.921467,77.567841,0
usr112,rider,0,12.850379,77.519474,12.912769,77.537414,0
usr113,rider,0,13.017627,77.688234,12.943265,77.503238,0
usr114,rider,0,12.922715,77.635679,12.832054,77.604902,0
usr115,rider,0,13.01701,77.685643,12.890437,77.517626,0
usr116,rider,0,12.966921,77.69244,12.816469,77.559502,0
usr117,rider,0,12.933127,77.622134,12.911196,77.532243,0
usr118,rider,0,12.895707,77.657225,13.013404,77.671514,0
usr119,rider,0,13.095614,77.576696,12.850205,77.639103,0
usr120,rider,0,12.836021,77.68177,12.969272,77.660488,0
usr121,rider,0,12.907503,77.610438,13.003643,77.591859,0
usr122,rider,0,12.824722,77.569818,13.001172,77.585963,0
usr123,rider,0,12.809929,77.652142,12.803825,77.526228,0
usr124,rider,0,12.969096,77.661837,12.827939,77.653751,0
usr125,rider,0,13.018458,77.518703,13.031776,77.590881,0
usr126,rider,0,12.817421,77.622055,13.049101,77.597787,0
usr127,rider,0,13.06478,77.521117,13.099799,77.624147,0
usr128,rider,0,12.925399,77.62352,12.900591,77.57302,0
usr129,rider,0,12.81517,77.63828,12.991708,77.536358,0
usr130,rider,0,13.000907,77.503694,13.074856,77.635123,0
usr131,rider,0,13.06032,77.689545,13.076389,77.545516,0
usr132,rider,0,12.840393,77.622452,12.829637,77.695074,0
usr133,rider,0,12.874101,77.685105,13.082934,77.601524,0
usr134,rider,0,13.082718,77.672903,12.945688,77.654279,0
usr135,rider,0,12.975637,77.67798,12.987229,77.673165,0
usr136,rider,0,12.947327,77.525739,12.945688,77.654279,0
usr137,rider,0,12.933127,77.622134,13.010622,77.678157,0
usr138,rider,0,13.034105,77.503614,13.049101,77.597787,0
usr139,rider,0,12.869451,77.695932,12.824446,77.587474,0
usr140,rider,0,12.958821,77.500303,12.816469,77.559502,0
usr141,rider,0,12.981057,77.542044,12.990424,77.51976,0
usr142,rider,0,12.997781,77.560156,13.04152,77.660185,0
usr143,rider,0,12.912769,77.537414,12.855622,77.663895,0
usr144,rider,0,13.019618,77.691384,12.824446,77.587474,0
usr145,rider,0,13.051141,77.524305,13.086679,77.638631,0
usr146,rider,0,13.067113,77.677192,12.925399,77.578483,0
usr147,rider,0,12.837513,77.617061,12.837863,77.574475,0
usr148,rider,0,13.03242,77.68635,12.982707,77.58799,0
usr149,rider,0,13.09903,77.640019,13.038856,77.608111,0
usr150,rider,0,12.938791,77.533618,12.847708,77.544107,0
usr151,rider,0,12.916191,77.500249,13.091775,77.523159,0
usr152,rider,0,13.094566,77.633125,12.992724,77.52546,0
usr153,rider,0,13.074658,77.579398,13.01113,77.503306,0
usr154,rider,0,12.986842,77.593505,12.862198,77.673988,0
usr155,rider,0,13.019819,77.653167,13.035832,77.599722,0
usr156,rider,0,13.087944,77.671109,12.860181,77.664269,0
usr157,rider,0,13.018458,77.518703,12.850379,77.519474,0
usr158,rider,0,13.001172,77.585963,12.910391,77.66089,0
usr159,rider,0,13.023795,77.540505,12.893603,77.62226,0
usr160,rider,0,13.001172,77.585963,12.967568,77.683774,0
usr161,rider,0,13.014422,77.534176,12.961194,77.692169,0
usr162,rider,0,12.954459,77.680766,12.901132,77.598738,0
usr163,rider,0,12.942194,77.56726,13.051647,77.588287,0
usr164,rider,0,12.995529,77.614074,12.832469,77.513913,0
usr165,rider,0,12.907911,77.529208,12.890437,77.517626,0
usr166,rider,0,13.033196,77.694055,13.05226,77.613384,0
usr167,rider,0,12.879414,77.519725,12.874101,77.685105,0
usr168,rider,0,12.837863,77.574475,13.083683,77.515718,0
usr169,rider,0,12.904188,77.647566,12.958821,77.500303,0
usr170,rider,0,13.060926,77.593141,12.852465,77.513216,0
usr171,rider,0,12.814962,77.561086,12.948609,77.515668,0
usr172,rider,0,12.995529,77.614074,13.028646,77.641842,0
usr173,rider,0,13.051141,77.524305,13.01174,77.632039,0
usr174,rider,0,12.942194,77.56726,12.856896,77.568996,0
usr175,rider,0,12.847295,77.540229,12.8163,77.521184,0
usr176,rider,0,12.875491,77.696837,13.051141,77.524305,0
usr177,rider,0,13.093613,77.652401,13.07931,77.645473,0
usr178,rider,0,12.854741,77.505258,13.023973,77.646571,0
usr179,rider,0,12.877012,77.650415,12.951056,77.660698,0
usr180,rider,0,12.802643,77.57849,12.992724,77.52546,0
usr181,rider,0,12.813092,77.649059,13.044738,77.530464,0
usr182,rider,0,12.843531,77.660032,12.873603,77.517612,0
usr183,rider,0,12.924051,77.649182,12.830789,77.667351,0
usr184,rider,0,12.871136,77.629996,12.983246,77.567747,0
usr185,rider,0,12.814874,77.668787,12.899098,77.548898,0
usr186,rider,0,12.864101,77.650623,13.019618,77.691384,0
usr187,rider,0,12.895707,77.657225,13.047143,77.666312,0
usr188,rider,0,13.091016,77.644095,13.04152,77.660185,0
usr189,rider,0,12.975637,77.67798,13.044738,77.530464,0
usr190,rider,0,13.026199,77.531221,13.015547,77.648021,0
usr191,rider,0,12.954459,77.680766,13.094775,77.549705,0
usr192,rider,0,13.089203,77.640546,12.922715,77.635679,0
usr193,rider,0,12.82459,77.647053,12.895317,77.54773,0
usr194,rider,0,13.04152,77.660185,13.061552,77.607132,0
usr195,rider,0,12.916573,77.520572,12.856338,77.534653,0
usr196,rider,0,12.874539,77.624484,13.067408,77.628374,0
usr197,rider,0,12.882695,77.57498,12.949873,77.651884,0
usr198,rider,0,13.038517,77.608647,13.035633,77.680281,0
usr199,rider,0,13.073573,77.517304,13.014292,77.645506,0
usr200,rider,0,12.802469,77.560355,13.061337,77.582445,0
usr201,rider,0,12.971592,77.65443,12.876308,77.655231,0
usr202,rider,0,12.830789,77.667351,12.847295,77.540229,0
usr203,rider,0,13.075115,77.686354,13.056182,77.674212,0
usr204,rider,0,12.972214,77.642146,13.026199,77.531221,0
usr205,rider,0,12.866501,77.695318,12.94494,77.606305,0
usr206,rider,0,13.044738,77.530464,13.023005,77.5144,0
usr207,rider,0,12.847708,77.544107,12.860875,77.519918,0
usr208,rider,0,12.911196,77.532243,12.96861,77.573096,0
usr209,rider,0,12.963649,77.519375,12.858348,77.537727,0
usr210,rider,0,12.883865,77.643472,12.908099,77.612213,0
usr211,rider,0,12.977975,77.638201,12.855464,77.649931,0
usr212,rider,0,13.01535,77.574302,13.077488,77.579116,0
usr213,rider,0,12.909787,77.671738,13.06478,77.521117,0
usr214,rider,0,13.066085,77.56403,12.839468,77.530329,0
usr215,rider,0,13.077488,77.579116,12.991708,77.536358,0
usr216,rider,0,13.026199,77.531221,12.919118,77.502695,0
usr217,rider,0,12.91351,77.535331,12.925448,77.696671,0
usr218,rider,0,12.843836,77.563631,12.957799,77.548182,0
usr219,rider,0,12.865323,77.524014,13.01535,77.574302,0
usr220,rider,0,12.986982,77.547003,12.959652,77.614457,0
usr221,rider,0,12.813302,77.529995,12.94494,77.606305,0
usr222,rider,0,12.977975,77.638201,13.061552,77.607132,0
usr223,rider,0,13.08041,77.566656,13.012065,77.500266,0
usr224,rider,0,13.06032,77.689545,12.961194,77.692169,0
usr225,rider,0,12.862198,77.673988,12.943626,77.555006,0
usr226,rider,0,12.906775,77.54912,12.971592,77.65443,0
usr227,rider,0,13.014292,77.645506,13.021549,77.558978,0
usr228,rider,0,12.832469,77.513913,12.848934,77.643801,0
usr229,rider,0,12.973676,77.512184,12.811946,77.633176,0
usr230,rider,0,12.81739,77.684527,13.08041,77.566656,0
usr231,rider,0,12.877198,77.694254,12.827817,77.518719,0
usr232,rider,0,12.977975,77.638201,12.950272,77.68821,0
usr233,rider,0,12.832054,77.604902,12.82459,77.647053,0
usr234,rider,0,12.973676,77.512184,12.994828,77.583794,0
usr235,rider,0,13.083683,77.515718,12.943265,77.503238,0
usr236,rider,0,12.832054,77.604902,13.037785,77.64792,0
usr237,rider,0,12.961194,77.692169,12.811946,77.633176,0
usr238,rider,0,12.951362,77.651133,12.869678,77.533419,0
usr239,rider,0,13.018077,77.597707,13.064911,77.541918,0
usr240,rider,0,13.067592,77.532889,13.074441,77.644185,0
usr241,rider,0,12.853814,77.509164,12.943626,77.555006,0
usr242,rider,0,12.837863,77.574475,12.999263,77.685618,0
usr243,rider,0,13.056126,77.56835,12.840393,77.622452,0
usr244,rider,0,12.907911,77.529208,13.066085,77.56403,0
usr245,rider,0,12.990076,77.558227,12.82671,77.627922,0
usr246,rider,0,12.994905,77.659059,12.998878,77.635829,0
usr247,rider,0,12.975736,77.525648,13.035832,77.599722,0
usr248,rider,0,13.081931,77.53855,12.98756,77.507487,0
usr249,rider,0,12.933127,77.622134,12.850379,77.519474,0
usr250,rider,0,12.990424,77.51976,12.990268,77.564466,0
usr251,rider,0,12.899098,77.548898,12.899525,77.56366,0
usr252,rider,0,12.995664,77.507223,13.067113,77.677192,0
usr253,rider,0,12.901969,77.680381,13.082718,77.672903,0
usr254,rider,0,12.96291,77.538572,12.81471,77.618262,0
usr255,rider,0,13.023795,77.540505,12.983195,77.632012,0
usr256,rider,0,13.038517,77.608647,12.909787,77.671738,0
usr257,rider,0,13.075115,77.686354,13.061097,77.55131,0
usr258,rider,0,13.077488,77.579116,13.061097,77.55131,0
usr259,rider,0,12.810118,77.573505,12.866773,77.688478,0
usr260,rider,0,12.949873,77.651884,12.992724,77.52546,0
usr261,rider,0,13.03844,77.522852,13.082934,77.601524,0
usr262,rider,0,12.871136,77.629996,13.072326,77.536832,0
usr263,rider,0,12.82746,77.589672,12.901132,77.598738,0
usr264,rider,0,12.909732,77.586008,12.914297,77.582296,0
usr265,rider,0,12.997781,77.560156,12.924085,77.67073,0
usr266,rider,0,12.97533,77.651248,13.073573,77.517304,0
usr267,rider,0,12.937876,77.538704,12.955038,77.667913,0
usr268,rider,0,12.947327,77.525739,12.924051,77.649182,0
usr269,rider,0,12.924238,77.547871,12.948609,77.515668,0
usr270,rider,0,12.830789,77.667351,13.01174,77.632039,0
usr271,rider,0,12.820633,77.599312,12.909787,77.671738,0
usr272,rider,0,12.937876,77.538704,13.04152,77.660185,0
usr273,rider,0,12.955481,77.602705,12.8622,77.52226,0
usr274,rider,0,12.871136,77.629996,12.922542,77.567599,0
usr275,rider,0,12.849816,77.533656,12.992724,77.52546,0
usr276,rider,0,13.042782,77.515834,13.049101,77.597787,0
usr277,rider,0,13.067113,77.677192,13.061337,77.582445,0
usr278,rider,0,12.967568,77.683774,13.099691,77.529766,0
usr279,rider,0,12.856172,77.586743,12.926752,77.682761,0
usr280,rider,0,12.922715,77.635679,13.08524,77.668977,0
usr281,rider,0,13.026333,77.537369,13.035832,77.599722,0
usr282,rider,0,12.929464,77.516905,12.890372,77.57158,0
usr283,rider,0,12.864376,77.672272,12.84482,77.623506,0
usr284,rider,0,12.929464,77.516905,12.94494,77.606305,0
usr285,rider,0,12.850642,77.574701,12.906575,77.559482,0
usr286,rider,0,12.916329,77.624339,13.061097,77.55131,0
usr287,rider,0,13.03768,77.589714,12.862198,77.673988,0
usr288,rider,0,12.84795,77.599156,12.832054,77.604902,0
usr289,rider,0,12.93111,77.633146,13.003801,77.562708,0
usr290,rider,0,13.013404,77.671514,12.978476,77.56454,0
usr291,rider,0,12.8622,77.52226,12.999263,77.685618,0
usr292,rider,0,13.048368,77.677297,12.975836,77.678761,0
usr293,rider,0,13.066378,77.68469,13.050266,77.690502,0
usr294,rider,0,12.935854,77.592194,13.030344,77.641363,0
usr295,rider,0,13.011971,77.553954,13.018552,77.576165,0
usr296,rider,0,13.03582,77.625682,12.912769,77.537414,0
usr297,rider,0,12.998054,77.53965,12.977913,77.561451,0
usr298,rider,0,12.842006,77.564516,13.002305,77.639331,0
usr299,rider,0,12.856172,77.586743,13.036116,77.517485,0
usr300,rider,0,13.023973,77.646571,12.96291,77.538572,0
usr301,rider,0,12.84795,77.599156,12.990806,77.5296,0
usr302,rider,0,13.074393,77.528495,12.864376,77.672272,0
usr303,rider,0,12.862198,77.673988,12.949174,77.643464,0
usr304,rider,0,13.059082,77.662525,12.943626,77.555006,0
usr305,rider,0,13.016427,77.598688,12.925448,77.696671,0
usr306,rider,0,12.930753,77.692782,12.981725,77.68734,0
usr307,rider,0,13.018458,77.518703,13.011971,77.553954,0
usr308,rider,0,12.847708,77.544107,12.847877,77.635476,0
usr309,rider,0,12.839468,77.530329,13.091016,77.644095,0
usr310,rider,0,12.966921,77.69244,13.091016,77.644095,0
usr311,rider,0,12.98756,77.507487,13.051647,77.588287,0
usr312,rider,0,13.049101,77.597787,12.922542,77.567599,0
usr313,rider,0,12.95827,77.641493,12.823121,77.5468,0
usr314,rider,0,12.88827,77.597806,12.930356,77.625827,0
usr315,rider,0,12.844454,77.639055,12.968697,77.543538,0
usr316,rider,0,12.820633,77.599312,12.918032,77.681319,0
usr317,rider,0,12.8589,77.527788,12.815499,77.52195,0
usr318,rider,0,12.996771,77.592613,12.839136,77.65027,0
usr319,rider,0,12.814962,77.561086,12.878342,77.552088,0
usr320,rider,0,12.924238,77.547871,12.943626,77.555006,0
usr321,rider,0,12.958821,77.500303,13.015547,77.648021,0
usr322,rider,0,12.815499,77.52195,13.018669,77.638813,0
usr323,rider,0,12.967568,77.683774,12.996158,77.692036,0
usr324,rider,0,12.84795,77.599156,12.888584,77.688869,0
usr325,rider,0,12.986672,77.592841,12.976386,77.678424,0
usr326,rider,0,13.043604,77.515228,12.960407,77.697993,0
usr327,rider,0,12.895317,77.54773,13.047143,77.666312,0
usr328,rider,0,12.826228,77.607339,12.914297,77.582296,0
usr329,rider,0,12.899525,77.56366,12.86419,77.642011,0
usr330,rider,0,13.075115,77.686354,12.815499,77.52195,0
usr331,rider,0,12.986366,77.568639,12.827102,77.602609,0
usr332,rider,0,13.016427,77.598688,13.06478,77.521117,0
usr333,rider,0,12.851071,77.655093,12.872114,77.559652,0
usr334,rider,0,12.878342,77.552088,13.018458,77.518703,0
usr335,rider,0,12.931109,77.623714,13.018356,77.514512,0
usr336,rider,0,12.820633,77.599312,12.876308,77.655231,0
usr337,rider,0,12.890061,77.521407,12.954851,77.563264,0
usr338,rider,0,12.950272,77.68821,13.036935,77.571928,0
usr339,rider,0,13.03844,77.522852,12.975637,77.67798,0
usr340,rider,0,12.924051,77.649182,12.995529,77.614074,0
usr341,rider,0,12.945688,77.654279,12.877198,77.694254,0
usr342,rider,0,13.061426,77.66919,12.874539,77.624484,0
usr343,rider,0,12.811129,77.698729,12.893128,77.589002,0
usr344,rider,0,13.044625,77.634848,12.98756,77.507487,0
usr345,rider,0,12.928982,77.541468,12.904188,77.647566,0
usr346,rider,0,13.01174,77.632039,13.021162,77.556047,0
usr347,rider,0,13.038517,77.608647,13.050266,77.690502,0
usr348,rider,0,13.077488,77.579116,12.998878,77.635829,0
usr349,rider,0,12.832054,77.604902,12.850642,77.574701,0
usr350,rider,0,12.966667,77.65736,12.945624,77.531241,0
usr351,rider,0,12.900586,77.678146,13.017627,77.688234,0
usr352,rider,0,13.051141,77.524305,12.873603,77.517612,0
usr353,rider,0,12.862198,77.673988,12.893396,77.510546,0
usr354,rider,0,12.81517,77.63828,13.083683,77.515718,0
usr355,rider,0,12.97533,77.651248,12.93111,77.633146,0
usr356,rider,0,12.884359,77.646842,12.848934,77.643801,0
usr357,rider,0,12.97533,77.651248,12.990806,77.5296,0
usr358,rider,0,13.048368,77.677297,13.003801,77.562708,0
usr359,rider,0,13.056126,77.56835,12.930356,77.625827,0
usr360,rider,0,12.827102,77.602609,12.997021,77.539313,0
usr361,rider,0,13.076389,77.545516,12.813092,77.649059,0
usr362,rider,0,12.862334,77.687855,12.949992,77.644339,0
usr363,rider,0,13.067592,77.532889,13.049602,77.657074,0
usr364,rider,0,12.899098,77.548898,13.013157,77.527003,0
usr365,rider,0,12.885694,77.675015,13.05226,77.613384,0
usr366,rider,0,12.938791,77.533618,12.948609,77.515668,0
usr367,rider,0,13.033196,77.694055,12.877198,77.694254,0
usr368,rider,0,12.897032,77.604868,12.864101,77.650623,0
usr369,rider,0,13.050266,77.690502,12.862334,77.687855,0
usr370,rider,0,12.949174,77.643464,13.051141,77.524305,0
usr371,rider,0,13.018552,77.576165,12.941851,77.659266,0
usr372,rider,0,13.095614,77.576696,12.850205,77.639103,0
usr373,rider,0,12.980054,77.515021,12.976855,77.564725,0
usr374,rider,0,12.804926,77.589245,13.048368,77.677297,0
usr375,rider,0,12.915168,77.550537,12.81739,77.684527,0
usr376,rider,0,13.07931,77.645473,12.935854,77.592194,0
usr377,rider,0,13.069224,77.613369,13.044625,77.634848,0
usr378,rider,0,12.98756,77.507487,12.824446,77.587474,0
usr379,rider,0,12.862334,77.687855,13.066085,77.56403,0
usr380,rider,0,12.860181,77.664269,12.916191,77.500249,0
usr381,rider,0,12.850379,77.519474,12.853743,77.565789,0
usr382,rider,0,13.099691,77.529766,12.869451,77.695932,0
usr383,rider,0,12.894673,77.532481,12.983195,77.632012,0
usr384,rider,0,12.852465,77.513216,12.842006,77.564516,0
usr385,rider,0,12.978476,77.56454,12.963403,77.631261,0
usr386,rider,0,12.811946,77.633176,13.051141,77.524305,0
usr387,rider,0,12.81517,77.63828,12.88827,77.597806,0
usr388,rider,0,12.824722,77.569818,12.922715,77.635679,0
usr389,rider,0,12.940121,77.633819,12.916329,77.624339,0
usr390,rider,0,13.044738,77.530464,12.897032,77.604868,0
usr391,rider,0,12.924051,77.649182,13.028646,77.641842,0
usr392,rider,0,12.963403,77.631261,12.845325,77.508084,0
usr393,rider,0,12.856338,77.534653,12.852465,77.513216,0
usr394,rider,0,13.033196,77.694055,12.811946,77.633176,0
usr395,rider,0,12.815987,77.656597,12.943626,77.555006,0
usr396,rider,0,13.050266,77.690502,12.943626,77.555006,0
usr397,rider,0,12.922715,77.635679,13.03713,77.613987,0
usr398,rider,0,12.802643,77.57849,12.965518,77.53392,0
usr399,rider,0,12.803793,77.652207,12.832469,77.513913,0
usr400,rider,0,12.805932,77.589612,12.815987,77.656597,0
usr401,rider,0,13.083683,77.515718,12.91351,77.535331,0
usr402,rider,0,12.888252,77.680896,12.998054,77.53965,0
usr403,rider,0,13.076389,77.545516,12.96808,77.5955,0
usr404,rider,0,12.866773,77.688478,12.997781,77.560156,0
usr405,rider,0,13.074856,77.635123,12.990424,77.51976,0
usr406,rider,0,13.082718,77.672903,12.832054,77.604902,0
usr407,rider,0,12.854741,77.505258,12.858348,77.537727,0
usr408,rider,0,12.987229,77.673165,13.013404,77.671514,0
usr409,rider,0,13.011951,77.637189,13.08317,77.661339,0
usr410,rider,0,12.890437,77.517626,12.820555,77.697051,0
usr411,rider,0,12.840393,77.622452,12.95956,77.515347,0
usr412,rider,0,12.950272,77.68821,13.061097,77.55131,0
usr413,rider,0,12.930753,77.692782,12.870031,77.620879,0
usr414,rider,0,12.94494,77.606305,12.813092,77.649059,0
usr415,rider,0,13.061337,77.582445,12.975836,77.678761,0
usr416,rider,0,13.045565,77.631349,12.839787,77.51786,0
usr417,rider,0,12.887582,77.617627,12.827102,77.602609,0
usr418,rider,0,12.839468,77.530329,12.81517,77.63828,0
usr419,rider,0,13.01113,77.503306,12.966515,77.552974,0
usr420,rider,0,12.942194,77.56726,12.990806,77.5296,0
usr421,rider,0,12.930356,77.625827,12.924085,77.67073,0
usr422,rider,0,13.003557,77.507044,12.990806,77.5296,0
usr423,rider,0,13.050266,77.690502,12.986366,77.568639,0
usr424,rider,0,12.829637,77.695074,13.07347,77.635227,0
usr425,rider,0,12.832469,77.513913,12.96291,77.538572,0
usr426,rider,0,12.947327,77.525739,12.865323,77.524014,0
usr427,rider,0,12.8163,77.521184,12.978037,77.512814,0
usr428,rider,0,12.921467,77.567841,12.890437,77.517626,0
usr429,rider,0,12.829637,77.695074,12.832054,77.604902,0
usr430,rider,0,12.81517,77.63828,12.971592,77.65443,0
usr431,rider,0,12.830789,77.667351,12.860875,77.519918,0
usr432,rider,0,12.922542,77.567599,12.911393,77.537328,0
usr433,rider,0,12.901132,77.598738,13.086679,77.638631,0
usr434,rider,0,13.016515,77.663355,12.978476,77.56454,0
usr435,rider,0,13.018077,77.597707,12.864101,77.650623,0
usr436,rider,0,12.823955,77.654568,12.91983,77.643682,0
usr437,rider,0,13.03242,77.68635,12.961194,77.692169,0
usr438,rider,0,12.951362,77.651133,13.034105,77.503614,0
usr439,rider,0,12.869678,77.533419,12.943588,77.640981,0
usr440,rider,0,13.011971,77.553954,12.806569,77.693674,0
usr441,rider,0,12.927581,77.651315,13.079441,77.663329,0
usr442,rider,0,13.031776,77.590881,12.802643,77.57849,0
usr443,rider,0,12.826228,77.607339,12.92877,77.572831,0
usr444,rider,0,12.949992,77.644339,12.985219,77.505908,0
usr445,rider,0,13.07931,77.645473,13.089202,77.634951,0
usr446,rider,0,13.037912,77.685963,13.01701,77.685643,0
usr447,rider,0,12.924051,77.649182,12.805932,77.589612,0
usr448,rider,0,12.81739,77.684527,13.051281,77.615104,0
